crime,count,broad,detailed
THEFT UNDER $5,359,Theft,Theft MC
THEFT UNDER $50 (UNDER $20 BY,56,Theft,Theft MC
THEFT UNDER $50.00,546,Theft,Theft MC
THEFT UNDER $5-ACFT,1,Theft,Theft MC
THEFT UNDER $5-EXTORT,4,Theft,Theft MC
THEFT UNDER $5-FALS PRTEXT,3,Theft,Theft MC
THEFT UNDER $5-STOL PROP,35,Theft,Theft MC
THEFT UNDER $5-VEH,22,Theft,Theft MC
THEFT UNDER $5-CHECK,80,Theft,Theft MC
THEFT OF SERVICE UNDER $20,322,Theft,Theft MC
THEFT SERVICE UNDER $5,7,Theft,Theft MC
POSS VEH WITH ALT NUMBER,12,Traffic Offense,Traffic Offense
ACCIDENT INVOLVING INJURY,90,Traffic Offense,Traffic Offense
ACCIDENT INVOLVING INJURY/DEAT,208,Traffic Offense,Traffic Offense
ATT DRIVING W/LIC SUSPENDED,1,Traffic Offense,Traffic Offense - No License
ATT UNAUTH USE OF MOTOR VEH,136,Theft,Theft - Unauth Use of Vehicle
AUTO OFFENSE,50,Traffic Offense,Traffic Offense
BACKED WITHOUT SAFETY,1,Traffic Offense,Traffic Offense
BACKING NOT IN SAFETY,2,Traffic Offense,Traffic Offense
DEFECTIVE EXHAUST,1,Traffic Offense,Traffic Offense
DEFECTIVE HEAD LIGHTS,1,Traffic Offense,Traffic Offense
DEFECTIVE LICENSE LIGHT (WHITW,1,Traffic Offense,Traffic Offense
DEFECTIVE TAIL LIGHT,1,Traffic Offense,Traffic Offense
DRIVING UNSAFE VEH ENDANGER PU,1,Traffic Offense,Traffic Offense
DRIVING WRONG WAY ON DIVIDED R,1,Traffic Offense,Traffic Offense
DROVE WHERE PROHIBITED,1,Traffic Offense,Traffic Offense
DROVE WITHOUT LIGHTS WHEN REQ.,1,Traffic Offense,Traffic Offense
EXHIBITION OF ACCELERATION,7,Traffic Offense,Traffic Offense
EXHIBITION OF ACCELERATION OF,16,Traffic Offense,Traffic Offense
EXP INSP STICKER (OUT OF STATE,10,Traffic Offense,Traffic Offense
EXPIRED - NO INSPECTION,158,Traffic Offense,Traffic Offense
EXPIRED LICENSE PLATES ON DISP,5,Traffic Offense,Traffic Offense
EXPIRED REGISTRATION,61,Traffic Offense,Traffic Offense
FAIL MAINT/VEH TITLE SERV RECO,89,Traffic Offense,Traffic Offense
FAIL TO CNTL SPEED TO AVD ACC,19,Traffic Offense,Traffic Offense
FAILURE TO CONTROL SPEED,19,Traffic Offense,Traffic Offense
FAILURE TO DRIVE IN SINGLE MAR,22,Traffic Offense,Traffic Offense
FAILURE TO GIVE PROPER SIGNAL,2,Traffic Offense,Traffic Offense
FAILURE TO RECORD MOTOR VEH RE,379,Traffic Offense,Traffic Offense
FAILURE TO WEAR SEAT BELT,1,Traffic Offense,Traffic Offense
ILLEGAL PASS ON RIGHT,1,Traffic Offense,Traffic Offense
ILLEGALLY PARKED (TRAFFIC HAZA,1,Traffic Offense,Traffic Offense
IMPROPER TURN,1,Traffic Offense,Traffic Offense
MVI MOTOR VEHICLE INSPECTION E,226,Traffic Offense,Traffic Offense
NO LIC PLATE VISIBLE/UNSECURED,1,Traffic Offense,Traffic Offense
NO OPERATORS LICENSE ON DEMAND,657,Traffic Offense,Traffic Offense
NO SEAT BELT-DRIVER,1,Traffic Offense,Traffic Offense
OBSTRUCT HIGHWAY/PASSAGEWAY,564,Traffic Offense,Traffic Offense
OPER OF VEHICLE W/WRONG PLATE,1,Traffic Offense,Traffic Offense
PASSED STOPPED SCHOOL BUSS,3,Traffic Offense,Traffic Offense
PASSED W/INSUFFICIENT CLEARANC,1,Traffic Offense,Traffic Offense
PASSING IN NO PASSING ZONE,1,Traffic Offense,Traffic Offense
RACING ON HIGHWAY,1064,Traffic Offense,Traffic Offense
RACING ON HIGHWAY - SER BOD IN,25,Traffic Offense,Traffic Offense
RACING ON HIGHWAY- BODILY INJ,9,Traffic Offense,Traffic Offense
RACING ON HIGHWAY W/2 ENHAN,3,Traffic Offense,Traffic Offense
RACING ON HIGHWAY W/ENHAN,25,Traffic Offense,Traffic Offense
RAN STOP SIGN,8,Traffic Offense,Traffic Offense
SPEEDING,655,Traffic Offense,Traffic Offense
TRAFFIC OFFENSE,79,Traffic Offense,Traffic Offense
UNCLEAN LICENSE PLATE,1,Traffic Offense,Traffic Offense
UNSAFE SPEED,4,Traffic Offense,Traffic Offense
UNSAFE START FROM PARKED/STOP/,1,Traffic Offense,Traffic Offense
VIO RULES THE ROAD BY BICYCLE,1,Traffic Offense,Traffic Offense
VIOLATE D.L. RESTRICTION,1,Traffic Offense,Traffic Offense
WRONG COLOR LIC PLATE LIGHT,1,Traffic Offense,Traffic Offense
WRONG OR UNCLEAN NUMBER PLATE,72,Traffic Offense,Traffic Offense
VEH MOTOR ID NUMBER VIOLATION,22,Traffic Offense,Traffic Offense
DISPLAY FICITIOUS LICENSE PLAT,14,Traffic Offense,Traffic Offense
NO TEXAS REGISTRATION,14,Traffic Offense,Traffic Offense
FAIL SHOW PROOF LIAB INS,12,Traffic Offense,Traffic Offense - No Insurance
ALLOW DANG DRVR BORROW MTR VH,11,Traffic Offense,Traffic Offense
IMPROPER CHANGE OF LANES,11,Traffic Offense,Traffic Offense
RAN RED LIGHT,11,Traffic Offense,Traffic Offense
FAIL TO STOP  RENDER ASSIST,2063,Traffic Offense,Traffic Offense - Hit and Run
FAIL TO STOP AND RENDER AID,902,Traffic Offense,Traffic Offense - Hit and Run
FAILURE TO GIVE INFO-LANDSCAP,1764,Traffic Offense,Traffic Offense - Hit and Run
FAILURE TO STOP & GIVE INFO,27953,Traffic Offense,Traffic Offense - Hit and Run
FAILURE TO STOP AND GIVE INFO,84,Traffic Offense,Traffic Offense - Hit and Run
FAIL TO STOP RENDER ASSISTANCE,15,Traffic Offense,Traffic Offense - Hit and Run
ATT FAILURE TO STOP AND RENDER,11,Traffic Offense,Traffic Offense - Hit and Run
ATT FSRA FAIL TO STOP/RENDER A,10,Traffic Offense,Traffic Offense - Hit and Run
FSRA ACC INVOLVING DEATH_(C)(1,5,Traffic Offense,Traffic Offense - Hit and Run
FSRA ACC INVOLVING INJURY,213,Traffic Offense,Traffic Offense - Hit and Run
FSRA FAIL TO STOP AND REN ASSI,19,Traffic Offense,Traffic Offense - Hit and Run
EXPIRED INSURANCE,3,Traffic Offense,Traffic Offense - No Insurance
FAILURE MAINTAIN FINANCIAL RES,497,Traffic Offense,Traffic Offense - No Insurance
FAILURE TO MAIN FINANCIAL RES,642,Traffic Offense,Traffic Offense - No Insurance
NO LIABILITY  INS,68,Traffic Offense,Traffic Offense - No Insurance
DL/ID-REFUSE TO SURRENDER,43,Traffic Offense,Traffic Offense - No License
DRIVE W/DISQUALIFIED COM/VEH,25,Traffic Offense,Traffic Offense - No License
DRIVERS LICENSE VIOLATION CODE,21,Traffic Offense,Traffic Offense - No License
DRIVING W/O OP LIC - 3RD,654,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LIC SUSPENDED -,4834,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LIC SUSPENDED,59613,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LIC. SUSP./ENHAN,10315,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LICENSE INVALID,38,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LICENSE SUSP.,95647,Traffic Offense,Traffic Offense - No License
DRIVING WHILE LICENSE SUSP/INV,37,Traffic Offense,Traffic Offense - No License
DRV W/LIC INV W/PR CN/SUS/W/O,8866,Traffic Offense,Traffic Offense - No License
EXPIRED DRIVERS LICENSE,19,Traffic Offense,Traffic Offense - No License
NO DRIVER LICENSE ON DEMAND,348,Traffic Offense,Traffic Offense - No License
VIO OF RESTRICTION J TDL,12,Traffic Offense,Traffic Offense - No License
RECKLESS DRIVING,5367,Traffic Offense,Traffic Offense - Reckless Driving
RECKLESS CONDUCT-TRAFFIC,29,Traffic Offense,Traffic Offense - Reckless Driving
RACING/DRAG RACING/ACCEL CONTE,10,Traffic Offense,Traffic Offense - Reckless Driving
ATT CRIM MISCH >=$1500 <$20K,3,Trespass,Crim Mischief
ATTEMPTED CRIM MISCHIEF,9,Trespass,Crim Mischief
CRIM MISCH < $50,163,Trespass,Crim Mischief
CRIM MISCH UNDER $20,267,Trespass,Crim Mischief
CRIM MISCH UNDER $5,130,Trespass,Crim Mischief
CRIMINAL MISCHIEF,96,Trespass,Crim Mischief
CRIM MISCH <1500 IMP/INT PB SE,100,Trespass,Crim Mischief - Public Service
CRIM MISCH.RAILROAD PROP,1,Trespass,Crim Mischief - Public Service
CRIM MISCHF IMP/INT PUB SERV <,258,Trespass,Crim Mischief - Public Service
CRIM MISCH-PUBLIC SERVICE,562,Trespass,Crim Mischief - Public Service
CRIMINAL MISCH - COMMUNICATE E,3,Trespass,Crim Mischief - Public Service
CRIMINAL MISCHIEF - WATER SUPP,51,Trespass,Crim Mischief - Public Service
CRIMINAL MISCHIEF PUBLIC SERVI,76,Trespass,Crim Mischief - Public Service
CRIM MISCH >$200K,10,Trespass,Crim Mischief F1/F2
CRIM MISCH >=$100K <$200K,15,Trespass,Crim Mischief F1/F2
CRIM MISCH OVER 10000,24,Trespass,Crim Mischief F1/F2
CRIM MISCH-OVER $10000,3,Trespass,Crim Mischief F1/F2
CRIM MISCH >=$20K <$100K,81,Trespass,Crim Mischief FS/F3
CRIM MISCH-$200-10000,1810,Trespass,Crim Mischief FS/F3
CRIM MISCH-ANIMAL,1,Trespass,Crim Mischief FS/F3
CRIM MISCHIEF $750-$20000,2248,Trespass,Crim Mischief FS/F3
"AGG CRIMINAL MISCH >1,500",2,Trespass,Crim Mischief FS/F3
CRIM MISCH >=$1500 <$20K,3497,Trespass,Crim Mischief FS/F3
CRIM MISCH (PLACE/F WORSHIP/BU,2,Trespass,Crim Mischief FS/F3
CRIM MISCH HAB.<$1500 GUN/EXPL,3,Trespass,Crim Mischief FS/F3
CRIM MISCH,551,Trespass,Crim Mischief MA
CRIM MISCH >=$500 <$1500,8433,Trespass,Crim Mischief MA
CRIMINAL MISCHIEF  $200-$750,5969,Trespass,Crim Mischief MA
CRIM MISCH-$20-200,11983,Trespass,Crim Mischief MA/B
CRIM MISCH >= $50 <= $500,16135,Trespass,Crim Mischief MB
CRIM MISCH >=$20 <$500,3652,Trespass,Crim Mischief MB
CRIM MISCH-$5-20,466,Trespass,Crim Mischief MB
ATT CRIMINAL TRESPASS HABITATI,38,Trespass,Trespass
ATT TRESPASS PROPERTY,102,Trespass,Trespass
CRIMINAL TRESPASS,9317,Trespass,Trespass
CRIMINAL TRESPASS - VEHICLE,222,Trespass,Trespass
CRIMINAL TRESPASS-HABITATION,14553,Trespass,Trespass
GRAFFITI <$500,261,Trespass,Trespass
GRAFFITI >=$500 BUT <$1500,184,Trespass,Trespass
GRAFFITI CHURCH BURIAL FACIL.,4,Trespass,Trespass
GRAFFITI MEDICAL EDUC FACIL. <,109,Trespass,Trespass
GRAFFITI>=$1500 BUT <$20K,47,Trespass,Trespass
HUNTING W/O LAND OWNER CONSENT,30,Trespass,Trespass
RAILROAD PROP-INTERF 1500-20K,3,Trespass,Trespass
RECKLESS DAMAGE PROPERTY,36,Trespass,Trespass
TRESPASS ELECTRIC PLANT/UTIL,13,Trespass,Trespass
TRESPASS LIC. CONCEALED GUN HO,5,Trespass,Trespass
TRESPASS ON AGRICULTURAL LAND,28,Trespass,Trespass
TRESPASS PROP/BLDG-D WPN-N/DEP,211,Trespass,Trespass
TRESPASS PROP/BLDG-DEADLY WPN,76,Trespass,Trespass
TRESPASS PROP/BLDG-NO DEPART,19856,Trespass,Trespass
VIO TEXAS PROPERTY CODE,72,Trespass,Trespass
TRESPASS ON SCHOOL PROP,20,Trespass,Trespass
GRAFFITI,11,Trespass,Trespass
THREAT DAMAGE PROPERTY,10,Trespass,Trespass
TRESPASS PROP/BLDG-NO FORB ENT,38286,Trespass,Trespass - No Initial Notice
CRIMINAL ATTEMPT,715,Unclassifiable,Unclassifiable
OFFENSE UNKNOWN,95,Unclassifiable,Unclassifiable
,18,Unclassifiable,Unclassifiable
EXPUNGED RECORD,15,Unclassifiable,Unclassifiable
ATT POSS FIREARM,446,Weapons - Unlawful Possession/Conduct,Att - Guns - Felon in Possession of Weapon
ATT POSS FIREARM BY FELON,120,Weapons - Unlawful Possession/Conduct,Att - Guns - Felon in Possession of Weapon
FELON POSS WPN,8958,Weapons - Unlawful Possession/Conduct,Guns - Felon in Possession of Weapon
FELON POSS WEAPON,10,Weapons - Unlawful Possession/Conduct,Guns - Felon in Possession of Weapon
UNLAW CARRY WEAPON-AIRPORT,217,Weapons - Unlawful Possession/Conduct,Guns - Unlawful Carry
UNLAW CARRY WPN,73912,Weapons - Unlawful Possession/Conduct,Guns - Unlawful Carry
UNLAW CARRY WPN-LIC PREMISE,2727,Weapons - Unlawful Possession/Conduct,Guns - Unlawful Carry
UNLAW. CARRY WPN/LIC/HOLDER IN,137,Weapons - Unlawful Possession/Conduct,Guns - Unlawful Carry
UNLAW/CARRY/WPN/LISC/PREMISE,79,Weapons - Unlawful Possession/Conduct,Guns - Unlawful Carry
ATT CARRY WPN ON LIQ/LIC PREMI,24,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
ATT POSS PROHIBITED WEAPON,179,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS PROH KNIFE,17,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS PROH EXPLOSIVE 12.44,14,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
CARRY PROH WPN PROHBITED PLACE,635,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
CARRY/POSS WEAPON W/I PARK WHR,15,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
CARRYING LOADED SHOTGUN-RIFLE,104,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
DEADLY COND-DISCH F-ARM INDIV(,186,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
DEADLY WEAPON,9,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
DEADLY WEAPON-PENAL INST,112,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
DIS COND DSCHG FI/ARM PUB RD P,30,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
DISCHARGE FIREARM METRO AREA,1282,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
DISORDERLY COND/FIREARM/DEADLY,2335,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
EXHIBIT FIREARM/CAMPUS/SCHOOL,15,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
FIREARM ACCESSABLE TO A CHILD,35,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
FIREARM SMUGGLING 3 OR MORE FI,1,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
HOAX BOMB WEAPONS FREE ZONE,1,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS COMPONENTS OF EXPLOSIVE,14,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS EXPLOSIVE WPN,142,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS FIREARM PRIOR ASSAULT FM,23,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS FIREARM-SCHOOL PREMISES,475,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS OF PROHIBITED WEAPON,2822,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS PROH FIREARM,1410,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS PROH WPN,1230,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSS. WEAPON GOVERNMENT BLDG.,10,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
RECKLESS CONDUCT-FIREARM,780,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
UNL CARRY HANDGUN - LIC HOLDER,125,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
UNLAW POSS B/FELON METAL/BODY,84,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
UNLAWFUL TRANSFER OF FIREARM,11,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
WEAPON FREE SCHOOL ZONE-PROH W,58,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
WEAPON FREE SCHOOL ZONE-UNLAW,24,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
WEAPON OFFENSE,710,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
WEAPON-POSSESSION OF,9864,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
WEAPON-POSSESSION OF-PISTOL,1111,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
POSSESSION OF A HOAX BOMB,20,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
ATT DEADLY CONDUCT,15,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
FAIL DISPLAY HANDGUN LICENSE,15,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
RECKLESS CONDUCT FIREARM,13,Weapons - Unlawful Possession/Conduct,Weapons - Unlawful Possession/Conduct
ADVERTISING PLACEMENT OF CHILD,2,,
ALLOW SEXUAL ORIENT BUS W-O PE,7,,
ATT ABAN/ENDANG CHILD W/INT TO,12,,
ATT AGG ROBBERY - DEADLY WEAPO,8,,
ATT FALSE HOLD SELF AS ATTY 12,1,,
ATT FORG GOVT/NATL INST/MONEY/,26,,
ATT FRAUD OF MOTOR VEHICLE <$2,1,,
ATT ONLINE SOLICITATION OF MIN,1,,
ATT POSS COMPONENTS OF EXPLOSI,1,,
ATT PRACTICE MED IN VIOL SUBTI,2,,
ATT SUPER AGG SEX ASSLT CHILD,1,,
ATT THEFT-$200-10000-EXTORT,1,,
ATT THFT ALUM/BRNZ/COPPER/BRAS,7,,
ATTEMPT MONEY LAUNDERING >20K,2,,
ATTEMPT THEFT PROP >$20K <$100,1,,
ATTEMPT THEFT SERVICE $1500 -,2,,
ATTEMPT THEFT UNDER $50,1,,
ATTEMPTED BREACH COMPUTER SECU,2,,
ATTEMPTED MAN/DEL CS PG I >= 4,1,,
BOATING W/INTOX BAC .08,9,,
COCKFIGHT: SPACE/OWNS/TRAINS/E,6,,
COMP SEC BREACH <200K GVT/INFS,1,,
CONDUCT SEX ORI BUSINESS W-O P,19,,
CRAFTED PRECIOUS METAL REGULAT,7,,
CRIMINAL CONSPIRACY TO COMMIT,1,,
EMPLOYEE SEX ORIENT BUS W-O PE,27,,
ENGAGE SEX ACTS AT SEX ORIENTE,2,,
ENTRY/INSP POSSIBLE STOLEN VEH,1,,
EXPARTE SHOW CAUSE,1,,
EXPIRED INSPECTION CERTIFICATE,152,,
EXPLOITATION OF CHILD/ELDER/DI,2,,
FAIL COMPL LOCAL/SANITARY LAWS,2,,
FAIL TO GIVE INFO AMUSEMENT PA,2,,
"FAIL TO PAY TAX >= $1500, < $2",1,,
FAIL TO REG A CERTIFICATE_TX B,1,,
FAIL TO REGISTER AS DEALER,2,,
FAIL TO SIGNAL TURN,2,,
FIRE EXT SRVCE & INSTALL PROH,1,,
FRAUD DEL CS/PRESCRIPT SCH 3/4,4,,
FRAUD EMISSION INSPECT W/PRE O,1,,
FRAUD INTENT OBTAIN CS SCH V,10,,
FRAUD POSS CS PRESCRIPTION SCH,2,,
FRAUD USE OF DEA REG NUMBR SCH,1,,
GAME RM VIOL DOORS AND FIRE CO,9,,
GAME RM VIOL FAIL DISPLAY PERM,3,,
GAME RM VIOL GAME RM MEMBERCHI,20,,
GAME RM VIOL OPER W/O PERMIT L,21,,
GAME RM VIOL PERM REDEMPT MACH,3,,
GAME RM VIOL RECORD KEEPING LG,8,,
GAME RM VIOL WINDOW AND GLASS,1,,
HARASSMENT - PRIOR CONVICTION,9,,
ILL BARTER/EXPENDITURE PROP/FI,2,,
ILLEGAL SEXUALLY ORIENTED BUSI,11,,
INTERF W/RIGHT OF GUARDIAN,1,,
INV FIRE FOR SAFETY HAZARDS VI,1,,
LEWD/IMMORAL/INDECENT CONDUCT,6,,
MAN DEL CS NOT IN PG,12,,
MAN/PRODUCE FORGED/COUNTERFEIT,1,,
MEDICAID FRAUD >$200K,1,,
METAL RECYC OPR W/O PERMIT PRE,3,,
MISAPP TRUST FUND >=$500 DEFRA,1,,
NUDE AT SEXUALLY ORIENTED BUSI,23,,
OFFER/ACCEPT GRATUITY AT S/O B,5,,
OP SEWAGE FACILITY/NO INSPEC W,1,,
ORGANIZED RETAIL THEFT >$500 <,21,,
PERFORMING <6 FT SEX ORI BUSIN,28,,
POS CONTRBAND CORRECTIONAL FAC,1,,
POSS CS PG 2-A >2 OZ < 4 OZ,4,,
POSS CS PG 2 < 1G,3,,
POSSESSION VOLATILE CHEMICAL,89,,
PRAC MASSAGE THERAPY W/O LICEN,8,,
PRESENCE OF PERSON <18 AT S.O.,2,,
PROB. VIOL.,2,,
PROMOTION OF PROSTITUTION W/ P,1,,
RACING W/O A LICENSE (DOG/HORS,8,,
RACING WITHOUT LICENSE (DOG/HO,8,,
REC PROP-CRED CARD ABUSE,1,,
REFUSE TO ALLOW SEARCH/STOP VE,2,,
REQUEST NUDITY AT SEXUALLY ORI,21,,
SELL/POSS UNLAB RCD>7RCRD W/I,2,,
SPEEDING 15MPH OR OVER POSTED,2,,
STP/PRK ON BRIDGE 6701D 95,1,,
TAKE WILDLIFE RESOURCES W/O CO,3,,
TAMP GOV REC LIC/SEAL/DEFR/HRM,1,,
TAMP GOVT/SCL REC LIC/SEAL/PER,1,,
TAMPER W/GOVERNMENT RECORD,2,,
TAMPER/FABRICATE PHYSICAL EVID,2,,
TAMPERING WITH A WITNESS ENHAN,1,,
THEFT - AGGREGATE $1500 - $20K,375,,
THEFT FROM PERSON 12.44B,1,,
THEFT SERVICE $500-$1500 RENT,16,,
THFT METAL ALUM/BRNZE/COPPER/B,2,,
TRADEMARK COUNTERFEIT >$100K <,1,,
"TRADEMARK COUNTERFEITING >200,",1,,
TURNED LEFT FROM WRONG LANE,2,,
VEHICLE TOWING VIO KNOW/INTENT,4,,
VIOL OF MOTOR FUEL TAX REQUIRE,1,,
VIOLATE DRIVERS LICENSE RESTRI,6,,
DWI 1ST OFFENDER BAC>=0.1,,Alcohol - Driving,DWI 1ST
DWI 2ND OFFENDER BAC>=0.1,,Alcohol - Driving,DWI 2ND
INTOXICATED ASSLT W/VEH S,,Alcohol - Driving,Intoxicated Assault
POSS ALCOHOLIC BEV IN MOT,,Alcohol - Driving,Open Container
DWI W / CHILD PASSENGER,,Alcohol - Driving,
DWI W / CHILD UNDER 15 YOA,,Alcohol - Driving,
INTOXICATED ASSLT W / VEH SBI,,Alcohol - Driving,
DWI / OPEN ALCOHOL CONTAINER,,Alcohol - Driving,
POSS ALCOHOLIC BEV IN MOTOR VE,2,Alcohol - Other,
CRUELTY NON-LIVESTOCK ANI,,Animal Violence,Animal Violence
AGG ASSAULT W/DEADLY WEAP,,Assault - Nonsexual,Agg Assault
ASSAULT-BOD INJ-PUB SERV/,,Assault - Nonsexual,Agg Assault
INJ CHILD/ELD/DISABLE W/I,,Assault - Nonsexual,Agg Assault
ASLT FAM/HOUSE MEM IMPED,,Assault - Nonsexual,Agg Assault - Family
ASSAULT-BOD INJ-FAMILY ME,,Assault - Nonsexual,Assault - Family
AGG ASSAULT W / DEADLY WEAPON,,Assault - Nonsexual,
ASLT BY FAM / HOUSE MEM 2+ W / IN,,Assault - Nonsexual,
ASLT FAM / HOUSE MEM IMPED BRTH /,,Assault - Nonsexual,
ASSAULT-BOD INJ-PUB SERV / RETAL,,Assault - Nonsexual,
ASSLT INT / RCK / IMP / BRTH / CIRC / PR,,Assault - Nonsexual,
ILUM AIRCRAFT W / LASER POINT IM,,Assault - Nonsexual,
CRIM SOLICITATION AGG ROBBERY,1,Assault - Nonsexual,Robbery
ASSLT FAM / HOUSEHOLD MEM W / PREV,,Assault - Nonsexual,Assault - Family
BURG W-INTENT-COMMIT OTHE,,Burglary,Burglary
BURG OF BUILDING W / I TO COMMIT THEF,,Burglary,
ONLINE SOLICITATION OF MI,,Child Sex Crime,Soliciting - Child
CONTINUE SEX AB / CHILD,,Child Sex Crime,
IMPROPER / PHOTOG / VISUAL RECORDI,,Child Sex Crime,
POSS MARIJ<=2OZ DRUG FREE,,Controlled Substances - Marijuana,CS Delivery Marijuana S
POSS MARIJ 4 OZ. - 5 LBS,,Controlled Substances - Marijuana,CS Possession Marijuana S
DEL MARIJ 1 / 4 OZ - 5 LBS,,Controlled Substances - Marijuana,
POSS MARIHUANA UNDER 2 OZ (HSC),,Controlled Substances - Marijuana,
POSS MARIJ 4 OZ. - 5 LBS.,,Controlled Substances - Marijuana,
POSS MARIJ 5 - 50 LBS.,,Controlled Substances - Marijuana,
POSS WIM/D GP I CS-400G M,,Controlled Substances - Other,CS Delivery PG1 L
MAN/DEL CS PG I 4-200 GRA,,Controlled Substances - Other,CS Delivery PG1/1A
POSS W/INT DEL CS PG1>=4,,Controlled Substances - Other,CS Delivery PG1/1A
POSS CS NOT IN PG,,Controlled Substances - Other,CS Other
POSS DRUG PARAPHERNALIA,,Controlled Substances - Other,CS Paraphernalia
POSS CS PG 1 1 - 4 GRAMS,,Controlled Substances - Other,CS Possession PG1
POSS GP 3 CS- 400 G OR MO,,Controlled Substances - Other,CS Possession PG3/4
FRAUD POSS CS/PRESCRIPT S,,Controlled Substances - Other,CS Prescription
ATT POSSESSION COCAINE 1,,Controlled Substances - Other,
FRAUD INTENT OBTAIN CS SCH III / IV,,Controlled Substances - Other,
FRAUD POSS CS / PRESCRIPT SCH III / IV,,Controlled Substances - Other,
MAN / DEL CS PG I <1GRAM,,Controlled Substances - Other,
MAN / DEL CS PG I 1-4 GRAMS,,Controlled Substances - Other,
MAN / DEL CS PG I 200-400 GRAMS,,Controlled Substances - Other,
MAN / DEL CS PG I 4-200 GRAMS,,Controlled Substances - Other,
MAN / DEL CS PG I OVER 400 GRAMS,,Controlled Substances - Other,
MAN / DEL CS PG II 4-400 GRAMS,,Controlled Substances - Other,
MAN / DEL CS PG III / IV OVER 400,,Controlled Substances - Other,
MAN / DEL SIM CS-MISLEAD PERS,,Controlled Substances - Other,
P / W INT DEL COC 28-LT200G CRA,,Controlled Substances - Other,
POSS CS PG 2-A < 2OZ,,Controlled Substances - Other,
POSS W / INT DEL CS PG1 1G <4 GR,,Controlled Substances - Other,
POSS W / INT DEL CS PG1>=4 <200,,Controlled Substances - Other,
POSS WIM / D GP I CS-400G MORE,,Controlled Substances - Other,
DISPENSE W-O PRESCRIPTION-II,8,Controlled Substances - Other,CS Prescription
ATT POSS FRAUD PRESCP,7,Controlled Substances - Other,CS Prescription
DISPENSE W-O PRESCRIP-III-IV,7,Controlled Substances - Other,CS Prescription
FAILURE KEEP NARC SALES,7,Controlled Substances - Other,
ATT ILL. EXPENDITURE/INVSTMT.,6,Controlled Substances - Other,
"ENGA/IN ORG CRIME/ACCT ""NARC""",6,Controlled Substances - Other,
ATT ILLEGAL INVESTMENT,5,Controlled Substances - Other,
ATT OBTAIN DRUGS BY FRAUD SH I,4,Controlled Substances - Other,CS Prescription
PASSING FORGED PRESCRIPTION,4,Controlled Substances - Other,CS Prescription
